sclaim_number,sjob_no,dtpaid,cpaid_parts,cpaid_labor,cpaid_sublet,cpaid_other,cpaid_deductible,cclaim_taxes,claim_total,spayee_state,dtclaim_paid_date,Cause_of_Loss,Loss_Code,Claim_State,Coverage_Type,Date_Claim_is_Reported,Date_of_Loss,Make,Mileage_At_Claim,Model,Model_Year,Repair_Description
C000016744      ,A01 ,7/14/2021 0:00,104.5,0,0,0,0,0,$104.50 ,OR,7/14/2021 0:00,,DD001   ,OR,DD001   ,7/14/2021,7/14/2021,GMC,39321,SIERRA K2500 DENALI,2017,Dent & Ding Repair                                          
C000016951      ,A01 ,7/30/2021 0:00,0,350,0,0,0,0,$350.00 ,OR,7/30/2021 0:00,,DD001   ,OR,DD001   ,7/27/2021,7/27/2021,GMC,39907,SIERRA K2500 DENALI,2017,Dent & Ding Repair                                          
C000018043      ,A01 ,9/24/2021 0:00,125,0,0,0,0,0,$125.00 ,OR,9/24/2021 0:00,,DD001   ,OR,DD001   ,9/23/2021,9/23/2021,HONDA,1811,ACCORD SPORT,2021,Dent & Ding Repair                                          
C000020441      ,A01 ,2/3/2022 0:00,0,150,0,0,0,0,$150.00 ,OR,2/3/2022 0:00,,DD001   ,OR,DD001   ,1/19/2022,1/19/2022,HONDA,2434,ODYSSEY EX,2022,Dent & Ding Repair                                          
C000018474      ,A01 ,10/15/2021 0:00,0,178.57,0,0,0,0,$178.57 ,OR,10/15/2021 0:00,,DD001   ,OR,DD001   ,10/14/2021,10/14/2021,JEEP,107300,GRAND CHEROKEE OVERLAND,2015,Dent & Ding Repair                                          
C000018136      ,A01 ,9/29/2021 0:00,0,165,0,0,0,0,$165.00 ,OR,9/29/2021 0:00,,DD001   ,OR,DD001   ,9/29/2021,9/29/2021,JEEP,50405,WRANGLER SPORT,2014,Dent & Ding Repair                                          
C000018876      ,A01 ,11/5/2021 0:00,0,150,0,0,0,0,$150.00 ,OR,11/5/2021 0:00,,DD001   ,OR,DD001   ,11/4/2021,11/4/2021,HONDA,38154,CIVIC EX,2018,Dent & Ding Repair                                          
C000018249      ,A01 ,1/6/2022 0:00,0,412.5,0,0,0,0,$412.50 ,OR,1/6/2022 0:00,Wheel damage,TW005   ,OR,TW005   ,10/4/2021,10/4/2021,HONDA,21523,CIVIC TYPE-R TOURING,2019,Alloy Wheel Repair                                          
C000017348      ,A01 ,8/23/2021 0:00,306.86,160,0,0,0,0,$466.86 ,OR,8/23/2021 0:00,,KR002   ,OR,KR002   ,8/16/2021,8/16/2021,ACURA,54600,RDX TECHNOLOGY,2014,Key Replacement $800                                        
C000015424      ,A01 ,5/21/2021 0:00,660,0,0,80,0,0,$740.00 ,OR,5/21/2021 0:00,,TW005   ,OR,TW005   ,5/5/2021,5/5/2021,HONDA,47233,HR-V EX,2017,Alloy Wheel Repair                                          
C000015630      ,A01 ,5/19/2021 0:00,0,100,0,0,0,0,$100.00 ,OR,5/19/2021 0:00,,TW005   ,OR,TW005   ,5/18/2021,5/18/2021,HONDA,9880,CIVIC SI,2020,Alloy Wheel Repair                                          
C000015889      ,A01 ,6/7/2021 0:00,0,95,0,0,0,0,$95.00 ,OR,6/7/2021 0:00,,WD001   ,OR,WD001   ,6/1/2021,6/1/2021,HONDA,200,ACCORD SPORT,2021,Windshield Repair                                           
C000020987      ,A01 ,2/28/2022 0:00,0,0,0,0,0,0,$0.00 ,TX,2/28/2022 0:00,,        ,OR,        ,2/11/2022,11/16/2021,MINI,93250,COOPER S COUNTRYMAN,2011,
C000020987      ,A02 ,2/28/2022 0:00,0,0,0,118,0,0,$118.00 ,TX,2/28/2022 0:00,,ZBRAW100,OR,ZBRAW100,2/11/2022,11/16/2021,MINI,93250,COOPER S COUNTRYMAN,2011,RA-Tow Service($100 Max)                                    
C000018473      ,A01 ,10/28/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,10/28/2021 0:00,"1 verified customer concern, fluid condition ok and full some metal, takes longer the warmer the car gets, pressure readings within spec, if given gas when put into reverse, transmission engages faster.  no MNT due
2 blown fuse in the right side, tested power to the cigarette light is ok, no fuses blown on left hand side",TR001F  ,OR,TR001F  ,10/14/2021,10/13/2021,CHEVROLET,134092,SUBURBAN K1500 LT,2014,Internal Lubricated Component                               
C000018473      ,A01 ,12/9/2021 0:00,147.48,1672,0,320,-50,0,"$2,089.48 ",OR,12/9/2021 0:00,"1 verified customer concern, fluid condition ok and full some metal, takes longer the warmer the car gets, pressure readings within spec, if given gas when put into reverse, transmission engages faster.  no MNT due
2 blown fuse in the right side, tested power to the cigarette light is ok, no fuses blown on left hand side",TR001F  ,OR,TR001F  ,10/14/2021,10/13/2021,CHEVROLET,134092,SUBURBAN K1500 LT,2014,Internal Lubricated Component                               
C000018473      ,A01 ,12/15/2021 0:00,2650,0,0,0,0,0,"$2,650.00 ",MO,12/15/2021 0:00,"1 verified customer concern, fluid condition ok and full some metal, takes longer the warmer the car gets, pressure readings within spec, if given gas when put into reverse, transmission engages faster.  no MNT due
2 blown fuse in the right side, tested power to the cigarette light is ok, no fuses blown on left hand side",TR001F  ,OR,TR001F  ,10/14/2021,10/13/2021,CHEVROLET,134092,SUBURBAN K1500 LT,2014,Internal Lubricated Component                               
C000022040      ,A01 ,4/29/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,4/29/2022 0:00,"Verified and found no codes after test driving with scan tool there is no computer issue. No leaks fluid condition is ok and full not burnt. No metal 
Verified and found tested the turbo and got the boost to 16 psi no vacuum leaks and no codes lines are clear.
4/15 - verified downshift very hard.  road tested with scan tool and flairs seen.  fluid is burnt and low.  code for SSB fault.  leak from front pump
4/15 - turbo is making a growling noise from impeller.  boosts to 18psi.
4/15 - engine oil leaks all over.  leaking from the bed plate...above oil pan.
4/15 - mirror actuator has failed",TR001F  ,OR,TR001F  ,3/22/2022,3/22/2022,FORD,198295,F350 SUPER DUTY,2012,Internal Lubricated Component                               
C000018794      ,A01 ,11/12/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,11/12/2021 0:00,"Tech drove vehicle and verified concern. Tech pulled the trans pan and found the fluid to be burnt and debris inside fluid. transmission has internally failed and needs replacement
No fluid level leaks 
Fluid level was full prior to TD",TREX06  ,OR,TREX06  ,11/1/2021,10/26/2021,JEEP,109390,WRANGLER X,2006,Transmission Case                                           
C000020818      ,A01 ,2/7/2022 0:00,480.99,304,0,0,-150,0,$634.99 ,OR,2/7/2022 0:00,"Alternator has failed, connections good, no corrosion found",EL001   ,OR,EL001   ,2/4/2022,2/4/2022,HONDA,146707,ODYSSEY TOURING,2007,Alternator                                                  
C000022355      ,A01 ,4/11/2022 0:00,587.34,362.5,0,0,-100,0,$849.84 ,OR,4/11/2022 0:00,"verified concern. found high pressure fuel pump is leaking into the crank case.
oil smell of fuel. used scan tool and found lean condition on long term fuel trims.",FU01    ,OR,FU01    ,4/5/2022,4/4/2022,CHEVROLET,128169,TAHOE K1500 LT,2017,Fuel Pump                                                   
C000022646      ,A01 ,4/26/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,4/26/2022 0:00,blend door has separated from actuator.,ACEX08B ,OR,ACEX08B ,4/15/2022,4/13/2022,TOYOTA,111638,TUNDRA CREWMAX PLATINUM,2014,Acutator(s)                                                 
C000017257      ,A01 ,8/23/2021 0:00,230.85,367.5,0,0,-200,0,$398.35 ,WA,8/23/2021 0:00,found the the exhaust manifold is warped,EN009   ,WA,EN009   ,8/11/2021,8/11/2021,RAM,73526,1500 SPORT,2014,Exhaust Manifold(s)                                         
C000019446      ,A01 ,1/10/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,1/10/2022 0:00,Tech verified concern had a dead misfire cylinder 1 scanned codes and found low compression on cylinder 1 compression was 75 psi and other 185 leak down 90% suspect a hole in the piston its a common issue on the vehicles. Oil level okay no external leaks mention no td yet,EN001F  ,WA,EN001F  ,12/1/2021,11/22/2021,CHEVROLET,53212,MALIBU LS,2016,Internal Lubricated Component(s)                            
C000019446      ,A01 ,1/17/2022 0:00,202.97,3577.5,0,0,-100,0,"$3,680.47 ",WA,1/17/2022 0:00,Tech verified concern had a dead misfire cylinder 1 scanned codes and found low compression on cylinder 1 compression was 75 psi and other 185 leak down 90% suspect a hole in the piston its a common issue on the vehicles. Oil level okay no external leaks mention no td yet,EN001F  ,WA,EN001F  ,12/1/2021,11/22/2021,CHEVROLET,53212,MALIBU LS,2016,Internal Lubricated Component(s)                            
C000019446      ,A01 ,2/18/2022 0:00,2650,0,0,0,0,0,"$2,650.00 ",TX,2/18/2022 0:00,Tech verified concern had a dead misfire cylinder 1 scanned codes and found low compression on cylinder 1 compression was 75 psi and other 185 leak down 90% suspect a hole in the piston its a common issue on the vehicles. Oil level okay no external leaks mention no td yet,EN001F  ,WA,EN001F  ,12/1/2021,11/22/2021,CHEVROLET,53212,MALIBU LS,2016,Internal Lubricated Component(s)                            
C000020227      ,A01 ,2/1/2022 0:00,431.16,1522.5,0,0,-100,0,"$1,853.66 ",WA,2/1/2022 0:00,"Found that the high pressure fuel pump is failing
p0091 fuel pressure regulator circuit low voltage. 
disconnected ecm and tested the pressure regulator. all other circuits are testing fine",FU01    ,WA,FU01    ,1/11/2022,1/10/2022,CADILLAC,46706,CT6,2017,Fuel Pump                                                   
C000020227      ,A02 ,2/1/2022 0:00,0,0,0,240,0,0,$240.00 ,WA,2/1/2022 0:00,"Found that the high pressure fuel pump is failing
p0091 fuel pressure regulator circuit low voltage. 
disconnected ecm and tested the pressure regulator. all other circuits are testing fine",ZBRE0408,WA,ZBRE0408,1/11/2022,1/10/2022,CADILLAC,46706,CT6,2017,"Rental-Covered Repair ($40/Day, 8 Days Max)                 "
C000019284      ,A01 ,2/21/2022 0:00,861.7,520,0,0,-100,0,"$1,281.70 ",TN,2/21/2022 0:00,Tech verified the noise is coming from the both front struts. Verified by test droving it and looked under the vehicle. Tech states the struts need to be replaced,SUEX01A ,WA,SUEX01A ,11/23/2021,11/23/2021,CHRYSLER,41954,PACIFICA LIMITED,2017,Strut(s)                                                    
C000018681      ,A01 ,11/4/2021 0:00,159,512.5,0,0,-100,0,$571.50 ,WA,11/4/2021 0:00,left  front door locking actuator has failed and is effecting the rt sin=de door,EL021M  ,WA,EL021M  ,10/26/2021,10/25/2021,MERCEDES-BENZ,110131,C 300,2010,Power Door Lock Actuator(s)                                 
C000018869      ,A01 ,11/12/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,11/12/2021 0:00,"code c1131 for engine mounts. mounts leaking coving brackets with oil
right head light led is in op
turbo cooling lines have a leak",EN011   ,WA,EN011   ,11/3/2021,11/3/2021,AUDI,48742,S7 PREMIUM,2014,Engine Mount(s)                                             
C000018869      ,A01 ,12/6/2021 0:00,2017.12,1499.16,0,0,-50,0,"$3,466.28 ",WA,12/6/2021 0:00,"code c1131 for engine mounts. mounts leaking coving brackets with oil
right head light led is in op
turbo cooling lines have a leak",EN011   ,WA,EN011   ,11/3/2021,11/3/2021,AUDI,48742,S7 PREMIUM,2014,Engine Mount(s)                                             
C000018869      ,A03 ,12/6/2021 0:00,21.36,192.2,0,0,0,0,$213.56 ,WA,12/6/2021 0:00,"code c1131 for engine mounts. mounts leaking coving brackets with oil
right head light led is in op
turbo cooling lines have a leak",ENSG    ,WA,ENSG    ,11/3/2021,11/3/2021,AUDI,48742,S7 PREMIUM,2014,S&G - Misc Engine Seals & Gaskets                           
C000019210      ,A01 ,11/29/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,11/29/2021 0:00,p0171-00 found inn system. leak from the resonator and supercharger,FUSC1   ,WA,FUSC1   ,11/18/2021,11/5/2021,VOLVO,68222,V90 CROSS COUNTRY,2017,Supercharger                                                
C000019210      ,A01 ,1/14/2022 0:00,575.78,1068.71,0,0,-50,0,"$1,594.49 ",WA,1/14/2022 0:00,p0171-00 found inn system. leak from the resonator and supercharger,FUSC1   ,WA,FUSC1   ,11/18/2021,11/5/2021,VOLVO,68222,V90 CROSS COUNTRY,2017,Supercharger                                                
C000018855      ,A01 ,12/27/2021 0:00,1178.57,270.3,0,0,-100,0,"$1,348.87 ",WA,12/27/2021 0:00,No external damage have not yet done any diag yet- we asked customer it noticed it only 3 days after- tech scanned b129e07 infotainment center tried tsb updating no change. infotainment switches screens on its own,ELEX40  ,WA,ELEX40  ,11/3/2021,11/3/2021,VOLKSWAGEN,46080,PASSAT SE,2016,Radio / Nav / MMI                                           
C000019524      ,A01 ,12/15/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,12/15/2021 0:00,"rt front axle boot is leaking and ripped.
tech finding - timing cover is leaking.",DA005M  ,WA,DA005M  ,12/6/2021,12/2/2021,JEEP,79006,PATRIOT SPORT,2016,C.V. Joint(s)                                               
C000019981      ,A01 ,1/25/2022 0:00,587.68,972,0,0,-100,0,"$1,459.68 ",WA,1/25/2022 0:00,"code c0590 right rear shock ab actuator circuit.  no issue with harness.  circuit tested.
tech finding - radiator leaking at seam",CO006   ,WA,CO006   ,12/29/2021,12/28/2021,GMC,58673,YUKON DENALI,2016,Radiator                                                    
C000020683      ,A01 ,2/2/2022 0:00,126.24,73.7,0,0,-50,0,$149.94 ,WA,2/2/2022 0:00,Tech verified CH concern. Tech performed pressure test on the coolant system and found the reservoir is leaking at a seam and found the coolant cap is not sealing properly as well.,COEX04  ,WA,COEX04  ,1/28/2022,1/22/2022,VOLVO,62376,C30 T5,2013,Engine Coolant Recovery Tank                                
C000018186      ,A01 ,10/13/2021 0:00,0,1688.89,0,0,0,0,"$1,688.89 ",WA,10/13/2021 0:00,,WD004   ,WA,WD004   ,10/1/2021,10/1/2021,VOLVO,23656,XC90 T6 MOMENTUM,2019,OEM Windshield Replacement                                  
C000016089      ,A01 ,7/7/2021 0:00,1429.99,0,0,0,0,0,"$1,429.99 ",WA,7/7/2021 0:00,,WD002   ,WA,WD002   ,6/10/2021,5/25/2021,VOLVO,15526,XC90 T6 MOMENTUM,2020,Aftermarket Windshield Replacement                          
C000016089      ,A01 ,7/13/2021 17:26,-1429.99,0,0,0,0,0,"($1,429.99)",WA,7/7/2021 0:00,,WD002   ,WA,WD002   ,6/10/2021,5/25/2021,VOLVO,15526,XC90 T6 MOMENTUM,2020,Aftermarket Windshield Replacement                          
C000016089      ,A01 ,7/13/2021 0:00,1479.99,0,0,0,0,0,"$1,479.99 ",WA,7/13/2021 0:00,,WD002   ,WA,WD002   ,6/10/2021,5/25/2021,VOLVO,15526,XC90 T6 MOMENTUM,2020,Aftermarket Windshield Replacement                          
C000015345      ,A01 ,5/6/2021 0:00,0,1964.03,0,0,0,0,"$1,964.03 ",WA,5/6/2021 0:00,,WD004   ,WA,WD004   ,5/3/2021,5/3/2021,VOLVO,4100,XC90 T6 MOMENTUM,2020,OEM Windshield Replacement                                  
C000017106      ,A01 ,8/13/2021 0:00,2548.63,0,0,0,0,0,"$2,548.63 ",WA,8/13/2021 0:00,,WD004   ,WA,WD004   ,8/3/2021,6/21/2021,BMW,70145,X5 XDRIVE35I,2015,OEM Windshield Replacement                                  
C000017107      ,A01 ,8/13/2021 0:00,1870.48,0,0,0,0,0,"$1,870.48 ",WA,8/13/2021 0:00,,WD004   ,WA,WD004   ,8/3/2021,3/11/2021,VOLVO,838,V90 T6 INSCRIPTION,2021,OEM Windshield Replacement                                  
C000022915      ,A01 ,4/25/2022 0:00,0,2448.05,0,0,0,0,"$2,448.05 ",WA,4/25/2022 0:00,shield,WD004   ,WA,WD004   ,4/22/2022,11/3/2021,VOLVO,14962,XC90 T6 MOMENTUM,2021,OEM Windshield Replacement                                  
C000022912      ,A01 ,4/25/2022 0:00,0,1838.96,0,0,0,0,"$1,838.96 ",WA,4/25/2022 0:00,shield,WD004   ,WA,WD004   ,4/22/2022,12/2/2021,VOLVO,7057,XC60 T5 INSCRIPTION,2021,OEM Windshield Replacement                                  
C000015316      ,A01 ,5/24/2021 0:00,0,123,0,0,0,0,$123.00 ,CA,5/24/2021 0:00,,DD001   ,WA,DD001   ,4/30/2021,4/30/2021,AUDI,9000,Q5 E PREMIUM PLUS,2020,Dent & Ding Repair                                          
C000016492      ,A01 ,9/9/2021 0:00,0,40,0,0,0,0,$40.00 ,CA,9/9/2021 0:00,,DD001   ,WA,DD001   ,7/2/2021,7/2/2021,VOLVO,500,XC90 T5 MOMENTUM,2021,Dent & Ding Repair                                          
C000019751      ,A01 ,1/27/2022 0:00,294.61,0,0,0,0,0,$294.61 ,CA,1/27/2022 0:00,,DD001   ,WA,DD001   ,12/15/2021,12/10/2021,MERCEDES-BENZ,30692,E 300,2018,Dent & Ding Repair                                          
C000022291      ,A01 ,4/13/2022 0:00,0,71.75,0,0,0,0,$71.75 ,CA,4/13/2022 0:00,,DD001   ,WA,DD001   ,4/1/2022,4/1/2022,GMC,120000,YUKON DENALI,2010,Dent & Ding Repair                                          
I000016852      ,A01 ,11/9/2021 0:00,456,0,0,0,0,0,$456.00 ,WA,11/9/2021 0:00,CURB,CW002   ,WA,CW002   ,7/22/2021,7/21/2021,VOLVO,11454,XC60 T6,2019,Cosmetic Alloy Wheel Repair                                 
C000020603      ,A01 ,4/26/2022 0:00,79.86,0,0,0,0,0,$79.86 ,WA,4/26/2022 0:00,,WD001   ,WA,WD001   ,1/25/2022,1/25/2022,VOLVO,20851,XC90 T6 INSCRIPTION,2020,Windshield Repair                                           
C000017169      ,A01 ,1/21/2022 0:00,0,400,0,0,0,0,$400.00 ,WA,1/21/2022 0:00,,TW005   ,WA,TW005   ,8/5/2021,8/3/2021,VOLVO,6353,V60 T8 POLESTAR ENGINEERED,2020,Alloy Wheel Repair                                          
C000019138      ,A01 ,12/6/2021 0:00,0,150,0,0,0,0,$150.00 ,WA,12/6/2021 0:00,curb damage,TW005   ,WA,TW005   ,11/16/2021,11/2/2021,VOLVO,8480,V60 T8 POLESTAR ENGINEERED,2020,Alloy Wheel Repair                                          
C000019138      ,A01 ,1/13/2022 0:00,867.9,0,0,0,0,0,$867.90 ,WA,1/13/2022 0:00,curb damage,TW005   ,WA,TW005   ,11/16/2021,11/2/2021,VOLVO,8480,V60 T8 POLESTAR ENGINEERED,2020,Alloy Wheel Repair                                          
C000022575      ,A01 ,4/13/2022 0:00,0,49.5,0,0,0,0,$49.50 ,WA,4/13/2022 0:00,,WD001   ,WA,WD001   ,4/13/2022,4/13/2022,VOLVO,36892,XC90 T6 INSCRIPTION,2019,Windshield Repair                                           
C000019132      ,A01 ,11/29/2021 0:00,90,0,0,0,0,6.98,$96.98 ,UT,11/29/2021 0:00,,TW005   ,WA,TW005   ,11/16/2021,11/16/2021,VOLVO,13751,XC90 T6 INSCRIPTION,2021,Alloy Wheel Repair                                          
C000018155      ,A01 ,10/7/2021 0:00,606.3,34.99,0,0,0,0,$641.29 ,OR,10/7/2021 0:00,Tech found nail in the both the rear tires that are un patchable,TW0001  ,WA,TW0001  ,9/30/2021,9/30/2021,VOLVO,12270,XC90 T6 R-DESIGN,2021,Tire (Non-Repairable)                                       
I000015042      ,A01 ,6/1/2021 0:00,352.88,168,0,0,0,0,$520.88 ,WA,6/1/2021 0:00,lost key,KR002   ,WA,KR002   ,4/15/2021,4/7/2021,VOLVO,3226,XC90 T6 MOMENTUM,2021,Key Replacement $800                                        
C000020294      ,A01 ,1/14/2022 0:00,257.72,195,0,0,0,0,$452.72 ,WA,1/14/2022 0:00,,KR002   ,WA,KR002   ,1/13/2022,11/11/2021,VOLVO,10537,XC60 T5 MOMENTUM,2021,Key Replacement $800                                        
C000019769      ,A01 ,12/21/2021 0:00,352.88,253.5,0,0,0,0,$606.38 ,WA,12/21/2021 0:00,,KR002   ,WA,KR002   ,12/16/2021,12/16/2021,VOLVO,8798,XC90 T8 MOMENTUM,2021,Key Replacement $800                                        
C000022482      ,A01 ,4/14/2022 0:00,357.91,195,0,0,0,0,$552.91 ,WA,4/14/2022 0:00,,KR002   ,WA,KR002   ,4/8/2022,4/8/2022,VOLVO,13714,XC90 T8 MOMENTUM,2021,Key Replacement $800                                        
C000016747      ,A01 ,7/28/2021 0:00,0,0,0,37,0,0,$37.00 ,TX,7/28/2021 0:00,,ZBRAT100,WA,ZBRAT100,7/14/2021,6/26/2021,VOLVO,6065,XC40 T5 MOMENTUM,2020,RA-Spare Tire Change ($100 Maximum)                         
C000018394      ,A01 ,11/4/2021 0:00,399.9,37.99,0,0,0,0,$437.89 ,WA,11/4/2021 0:00,puncture,TW007   ,WA,TW007   ,10/12/2021,10/9/2021,VOLVO,1812,XC60 T8 RECHARGE R-DESIGN,2021,Run Flats Tire Replacement                                  
C000021783      ,A01 ,3/21/2022 0:00,262,26,0,0,0,0,$288.00 ,WA,3/21/2022 0:00,,TW002   ,WA,TW002   ,3/14/2022,3/12/2022,VOLVO,474,XC40 P8 RECHARGE PLUS,2022,Standard Tire Replacement                                   
C000021766      ,A01 ,3/24/2022 0:00,369,26,0,0,0,0,$395.00 ,WA,3/24/2022 0:00,,TW002   ,WA,TW002   ,3/14/2022,3/14/2022,VOLVO,47923,XC90 T6,2017,Standard Tire Replacement                                   
C000019841      ,A01 ,2/28/2022 0:00,0,0,0,3741.48,0,0,"$3,741.48 ",WA,2/28/2022 0:00,,GAP100  ,WA,GAP100  ,12/21/2021,11/10/2021,GMC,109750,ACADIA DENALI,2015,GAP Settlement                                              
C000015525      ,A01 ,5/27/2021 0:00,38.55,812.5,0,0,-50,0,$801.05 ,WA,5/27/2021 0:00,Tech duplicated concern blows warm code b1081 left temp door actuator verified mechanical failure pin point test shows its stuck open,ACEX08B ,WA,ACEX08B ,5/11/2021,5/11/2021,FORD,64713,F150 SUPERCREW,2014,Acutator(s)                                                 
C000019532      ,A01 ,12/15/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,12/15/2021 0:00,"both exhaust manifolds warped, vacuum pump O-rings leaking oil, turbo mounting gaskets leaking,
 severe rear main seal leak
rt rear door, latch needs to be replaced",EN009   ,WA,EN009   ,12/6/2021,12/2/2021,FORD,72427,F150 SUPERCREW,2014,Exhaust Manifold(s)                                         
C000019532      ,A01 ,1/24/2022 0:00,351.29,1203.5,0,0,-50,0,"$1,504.79 ",WA,1/24/2022 0:00,"both exhaust manifolds warped, vacuum pump O-rings leaking oil, turbo mounting gaskets leaking,
 severe rear main seal leak
rt rear door, latch needs to be replaced",EN009   ,WA,EN009   ,12/6/2021,12/2/2021,FORD,72427,F150 SUPERCREW,2014,Exhaust Manifold(s)                                         
C000019532      ,A02 ,1/24/2022 0:00,113.84,333.5,0,0,0,0,$447.34 ,WA,1/24/2022 0:00,"both exhaust manifolds warped, vacuum pump O-rings leaking oil, turbo mounting gaskets leaking,
 severe rear main seal leak
rt rear door, latch needs to be replaced",IEEX01M ,WA,IEEX01M ,12/6/2021,12/2/2021,FORD,72427,F150 SUPERCREW,2014,Door Latch/Lock(s)                                          
C000019532      ,A03 ,1/24/2022 0:00,52.5,1305,0,0,0,0,"$1,357.50 ",WA,1/24/2022 0:00,"both exhaust manifolds warped, vacuum pump O-rings leaking oil, turbo mounting gaskets leaking,
 severe rear main seal leak
rt rear door, latch needs to be replaced",ENSG12R ,WA,ENSG12R ,12/6/2021,12/2/2021,FORD,72427,F150 SUPERCREW,2014,S&G - Rear Main Seal                                        
C000019532      ,A04 ,1/24/2022 0:00,115.95,188.5,0,0,0,0,$304.45 ,WA,1/24/2022 0:00,"both exhaust manifolds warped, vacuum pump O-rings leaking oil, turbo mounting gaskets leaking,
 severe rear main seal leak
rt rear door, latch needs to be replaced",BR005   ,WA,BR005   ,12/6/2021,12/2/2021,FORD,72427,F150 SUPERCREW,2014,Vacuum Pump                                                 
C000016582      ,A01 ,9/8/2021 0:00,390.19,262.5,0,0,-100,0,$552.69 ,WA,9/8/2021 0:00,"blower motor and resistor have failed
7/20- blower motor harness connector is melted and needs to be replaced as well",AC006BFR,WA,AC006BFR,7/6/2021,7/6/2021,FORD,106249,FUSION SEL,2012,Blower Motor(s)                                             
C000014106      ,A01 ,12/13/2021 0:00,408.65,237.5,0,0,-50,0,$596.15 ,WA,12/13/2021 0:00,P2111 throttle actuator failure,FUEX10  ,WA,FUEX10  ,2/19/2021,2/19/2021,TOYOTA,55496,COROLLA BASE,2012,Throttle Body                                               
C000016839      ,A01 ,7/26/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,7/26/2021 0:00,"lower engine rt motor mount is worn out
rt front lower control arm as exess. play.  and steering gear is clunking internally.
found on inspection, leaking right front axle seal",EN011   ,WA,EN011   ,7/21/2021,7/19/2021,MAZDA,118496,CX-9,2011,Engine Mount(s)                                             
C000014490      ,A01 ,7/1/2021 0:00,290.79,287.5,0,280,-50,0,$808.29 ,WA,7/1/2021 0:00,"both trans oil cooler lines leaking.
passenger front axle seal is leaking
both front outer axle shaft boots are leaking.  boots are not torn.",TREX04  ,WA,TREX04  ,3/15/2021,3/12/2021,GMC,125297,SIERRA K1500 SLT,2009,Transmission Cooler Lines                                   
C000014490      ,A02 ,7/1/2021 0:00,194.88,562.5,0,0,0,0,$757.38 ,WA,7/1/2021 0:00,"both trans oil cooler lines leaking.
passenger front axle seal is leaking
both front outer axle shaft boots are leaking.  boots are not torn.",DASG3M  ,WA,DASG3M  ,3/15/2021,3/12/2021,GMC,125297,SIERRA K1500 SLT,2009,S&G - Axle Seal(s)                                          
C000016777      ,A01 ,8/10/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,8/10/2021 0:00,"Tech verified customer complaints. Performed a vehicle cold start and blue smoke was coming from vehicle. tech suspects cylinder 6 piston ring failure. Tech had checked cyl 6 spark plug and found it to fouled.
no codes found
7/26  EXPOSED TO OF PISTONS CYLINDER 6 NO VISUAL SIGNS OF CYLINDER DAMAGE. INSPECT CYLINDER 6 BOTTOM OF CYLINDER HEAD, NO SIGNS OF OIL CONCERNS. RECOMMEND ENGINE REPLACEMENT DUE TO FAILURE OF CYLINDER 6 PISTON OIL RINGS. . ALSO PERFORMED A CYLINDER LEAK DOWN TEST ON
CYLINDER 6 IT WAS AT 100 PERCENT",EN001F  ,WA,EN001F  ,7/16/2021,7/9/2021,GMC,128481,SIERRA K1500 SLT,2009,Internal Lubricated Component(s)                            
C000016777      ,A01 ,11/12/2021 0:00,3068,0,0,0,0,0,"$3,068.00 ",VA,11/12/2021 0:00,"Tech verified customer complaints. Performed a vehicle cold start and blue smoke was coming from vehicle. tech suspects cylinder 6 piston ring failure. Tech had checked cyl 6 spark plug and found it to fouled.
no codes found
7/26  EXPOSED TO OF PISTONS CYLINDER 6 NO VISUAL SIGNS OF CYLINDER DAMAGE. INSPECT CYLINDER 6 BOTTOM OF CYLINDER HEAD, NO SIGNS OF OIL CONCERNS. RECOMMEND ENGINE REPLACEMENT DUE TO FAILURE OF CYLINDER 6 PISTON OIL RINGS. . ALSO PERFORMED A CYLINDER LEAK DOWN TEST ON
CYLINDER 6 IT WAS AT 100 PERCENT",EN001F  ,WA,EN001F  ,7/16/2021,7/9/2021,GMC,128481,SIERRA K1500 SLT,2009,Internal Lubricated Component(s)                            
